timestamp,rpm,avg_in,avg_out,gpu_util,rack_power_w,rack_heat_w,hour,dow
2025-01-06 00:32:00,55.45950658059575,81,248,0.17379622874694192,10863.843650064038,10863.843650064038,0,0
2025-01-06 00:33:00,38.29271826565236,171,53,0.028097282027422416,9150.424036642487,9150.424036642487,0,0
2025-01-06 00:34:00,37.83493015865501,135,98,0.04847600426577674,9390.077810165536,9390.077810165536,0,0
2025-01-06 00:35:00,0.0,0,0,0.0,8820.0,8820.0,0,0
2025-01-06 00:36:00,40.650174125169386,25,389,0.19808491099744,11149.478553329895,11149.478553329895,0,0
2025-01-06 00:37:00,0.0,0,0,0.0,8820.0,8820.0,0,0
2025-01-06 00:38:00,0.614299760654212,468,79,0.0007264094669736057,8828.54257533161,8828.54257533161,0,0
2025-01-06 00:39:00,38.90466362313645,139,1369,0.6680092846857626,16675.789187904567,16675.789187904567,0,0
2025-01-06 00:40:00,32.92269727019711,223,95,0.04215477029638155,9315.740098685448,9315.740098685448,0,0
2025-01-06 00:41:00,30.46997258524667,965,407,0.1672674536710937,10787.065255172063,10787.065255172063,0,0
2025-01-06 00:42:00,36.44056185594461,141,214,0.09961938597368858,9991.523979050577,9991.523979050577,0,0
2025-01-06 00:43:00,18.336360279645906,277,97,0.024349158421346457,9106.346103035035,9106.346103035035,0,0
2025-01-06 00:44:00,31.868362559867812,130,208,0.08458394562764916,9814.707200581155,9814.707200581155,0,0
2025-01-06 00:45:00,7.049514461690615,151,56,0.0053781920747314645,8883.247538798843,8883.247538798843,0,0
2025-01-06 00:46:00,0.0,0,0,0.0,8820.0,8820.0,0,0
2025-01-06 00:47:00,35.787729133223735,58,760,0.34084829688634505,12828.375971383417,12828.375971383417,0,0
2025-01-06 00:48:00,25.07304729558284,297,243,0.07926217076316125,9752.123128174777,9752.123128174777,0,0
2025-01-06 00:49:00,52.99286164708738,42,515,0.34206892193194904,12842.730521919719,12842.730521919719,0,0
2025-01-06 00:50:00,10.475926712558016,99,662,0.08712042552331059,9844.536204154134,9844.536204154134,0,0
2025-01-06 00:51:00,43.95340303576759,97,47,0.027599074322875734,9144.56511403702,9144.56511403702,0,0
2025-01-06 00:52:00,31.952619566243033,432,574,0.23501151690971747,11583.735438858277,11583.735438858277,0,0
2025-01-06 00:53:00,17.790033991620007,288,364,0.08307945874086543,9797.014434792578,9797.014434792578,0,0
2025-01-06 00:54:00,30.23684982669202,69,84,0.032618001750544016,9203.587700586399,9203.587700586399,0,0
2025-01-06 00:55:00,34.66496219032434,1344,87,0.057110525208559346,9491.619776452659,9491.619776452659,0,0
2025-01-06 00:56:00,19.30752149673275,50,26,0.006677184517620076,8898.523689927211,8898.523689927211,0,0
2025-01-06 00:57:00,16.14539739707012,41,217,0.044070207645085985,9338.265641906211,9338.265641906211,0,0
2025-01-06 00:58:00,33.62216651531748,432,692,0.29688373033025334,12311.352668683778,12311.352668683778,0,0
2025-01-06 00:59:00,51.706045290109124,470,246,0.16912185646973193,10808.873032084048,10808.873032084048,0,0
2025-01-06 01:00:00,5.0060565050383365,10,427,0.026740685164413112,9134.4704575335,9134.4704575335,1,0
2025-01-06 01:01:00,39.12797875871424,433,285,0.14645276382897082,10542.284502628696,10542.284502628696,1,0
2025-01-06 01:02:00,34.495992405672546,239,360,0.15866719173592467,10685.926174814475,10685.926174814475,1,0
2025-01-06 01:03:00,20.4115991942061,105,271,0.07003729973511968,9643.638644885008,9643.638644885008,1,0
2025-01-06 01:04:00,23.890184379291743,103,63,0.019838807278303516,9053.304373592851,9053.304373592851,1,0
2025-01-06 01:05:00,21.555846094106055,348,639,0.17530291836031744,10881.562319917331,10881.562319917331,1,0
2025-01-06 01:06:00,29.606958571565084,241,877,0.3275393154306769,12671.862349464758,12671.862349464758,1,0
2025-01-06 01:07:00,18.98594553406416,39,148,0.03543252085294723,9236.68644523066,9236.68644523066,1,0
2025-01-06 01:08:00,19.89692905937007,69,34,0.00902823156068917,8926.172003153704,8926.172003153704,1,0
2025-01-06 01:09:00,32.78638156245891,26,310,0.12740241435478822,10318.252392812308,10318.252392812308,1,0
2025-01-06 01:10:00,39.38072591103733,44,886,0.4368635194397741,13957.514988611743,13957.514988611743,1,0
2025-01-06 01:11:00,20.183968794769736,42,79,0.020284888638743583,9058.550290391624,9058.550290391624,1,0
2025-01-06 01:12:00,40.103324960515025,71,650,0.3270259053342665,12665.824646730973,12665.824646730973,1,0
2025-01-06 01:13:00,0.0,0,0,0.0,8820.0,8820.0,1,0
2025-01-06 01:14:00,31.86374374160515,60,42,0.01752505905788283,9026.094694520702,9026.094694520702,1,0
2025-01-06 01:15:00,54.826901283998396,45,368,0.2532317503054676,11798.005383592299,11798.005383592299,1,0
2025-01-06 01:16:00,59.16888632117247,43,529,0.39231437001200725,13433.616991341203,13433.616991341203,1,0
2025-01-06 01:17:00,9.816282872044999,412,88,0.012483039718950555,8966.800547094857,8966.800547094857,1,0
2025-01-06 01:18:00,38.62868796754721,184,297,0.14637053682369763,10541.317513046684,10541.317513046684,1,0
2025-01-06 01:19:00,27.641345855053494,65,50,0.0180244609429828,9031.967660689477,9031.967660689477,1,0
2025-01-06 01:20:00,52.67463480617327,136,162,0.1096510314548507,10109.496129909043,10109.496129909043,1,0
2025-01-06 01:21:00,40.13922032341235,388,262,0.13794512051146043,10442.234617214775,10442.234617214775,1,0
2025-01-06 01:22:00,39.69403951212609,47,31,0.01615878191806133,9010.027275356402,9010.027275356402,1,0
2025-01-06 01:23:00,27.265362360729288,46,204,0.07004926013177366,9643.779299149659,9643.779299149659,1,0
2025-01-06 01:24:00,16.114110810084906,77,555,0.11230863813345428,10140.749584449422,10140.749584449422,1,0
2025-01-06 01:25:00,33.34777558542612,63,758,0.3168455527810299,12546.103700704913,12546.103700704913,1,0
2025-01-06 01:26:00,19.27256212673889,460,24,0.009475676378979954,8931.433954216804,8931.433954216804,1,0
2025-01-06 01:27:00,37.484105031664576,102,71,0.03486021767944805,9229.956159910309,9229.956159910309,1,0
2025-01-06 01:28:00,35.85019148379555,283,44,0.02394494039521844,9101.592499047769,9101.592499047769,1,0
2025-01-06 01:29:00,37.65468386464777,710,152,0.08268340998612239,9792.3569014368,9792.3569014368,1,0
2025-01-06 01:30:00,16.240324679411984,184,770,0.15755821659809524,10672.8846271936,10672.8846271936,1,0
2025-01-06 01:31:00,11.493014362189589,8,197,0.02833985791476583,9153.276729077646,9153.276729077646,1,0
2025-01-06 01:32:00,5.137458520302136,360,814,0.05304425922211955,9443.800488452125,9443.800488452125,1,0
2025-01-06 01:33:00,31.396021331729425,90,34,0.014520659865924861,8990.762960023276,8990.762960023276,1,0
2025-01-06 01:34:00,28.807012688840462,131,1000,0.3616600413864383,13073.122086704514,13073.122086704514,1,0
2025-01-06 01:35:00,0.0,0,0,0.0,8820.0,8820.0,1,0
2025-01-06 01:36:00,18.936671000793183,202,74,0.019110257151633784,9044.736624103214,9044.736624103214,1,0
2025-01-06 01:37:00,31.22963406546361,50,112,0.044372105068012875,9341.815955599832,9341.815955599832,1,0
2025-01-06 01:38:00,11.272452705498713,107,220,0.031501808456574944,9190.461267449322,9190.461267449322,1,0
2025-01-06 01:39:00,21.794980167526543,118,161,0.04493398411205056,9348.423653157715,9348.423653157715,1,0
2025-01-06 01:40:00,17.871406644227296,67,1348,0.3016321120573813,12367.193637794804,12367.193637794804,1,0
2025-01-06 01:41:00,35.13270961486832,33,721,0.3171166201612052,12549.291453095771,12549.291453095771,1,0
2025-01-06 01:42:00,34.10256089913751,196,100,0.045413243597351445,9354.059744704853,9354.059744704853,1,0
2025-01-06 01:43:00,13.347836989425787,142,158,0.027151725075990292,9139.304286893646,9139.304286893646,1,0
2025-01-06 01:44:00,11.810918912366512,126,1311,0.19417150691930543,11103.456921371031,11103.456921371031,1,0
2025-01-06 01:45:00,18.210893947024314,324,226,0.053904246083191956,9453.913933938336,9453.913933938336,1,0
2025-01-06 01:46:00,38.35983918490158,112,351,0.17009392025238443,10820.30450216804,10820.30450216804,1,0
2025-01-06 01:47:00,47.74548507405203,78,122,0.07436359300283601,9694.515853713352,9694.515853713352,1,0
2025-01-06 01:48:00,32.10333546175196,137,63,0.02711394207540468,9138.85995880676,9138.85995880676,1,0
2025-01-06 01:49:00,14.351576012844863,139,34,0.006930615249536332,8901.504035334547,8901.504035334547,1,0
2025-01-06 01:50:00,35.76696168139174,198,58,0.028881821557723834,9159.650221518834,9159.650221518834,1,0
2025-01-06 01:51:00,25.571856083036714,99,217,0.07041849868866236,9648.12154457867,9648.12154457867,1,0
2025-01-06 01:52:00,31.778419434273488,27,66,0.026574703251911205,9132.518510242477,9132.518510242477,1,0
2025-01-06 01:53:00,32.82289502074449,32,221,0.09111088609508323,9891.464020478177,9891.464020478177,1,0
2025-01-06 01:54:00,45.03270504849562,12,73,0.04131750688199473,9305.893880932257,9305.893880932257,1,0
2025-01-06 01:55:00,0.0,0,0,0.0,8820.0,8820.0,1,0
2025-01-06 01:56:00,38.538166603387076,55,42,0.021115703784772503,9068.320676508925,9068.320676508925,1,0
2025-01-06 01:57:00,49.25374670997413,1436,63,0.06825748398223914,9622.708011631134,9622.708011631134,1,0
2025-01-06 01:58:00,46.00419025516608,74,207,0.12045430481810984,10236.542624660971,10236.542624660971,1,0
2025-01-06 01:59:00,12.293113602835188,252,42,0.007744661569786168,8911.077220060686,8911.077220060686,1,0
2025-01-06 02:00:00,27.150205395560654,63,222,0.07605451286431428,9714.401071284336,9714.401071284336,2,0
2025-01-06 02:01:00,55.04385156106512,105,928,0.640916846614152,16357.182116182428,16357.182116182428,2,0
2025-01-06 02:02:00,17.070064729231085,35,614,0.13126168524081652,10363.637418432003,10363.637418432003,2,0
2025-01-06 02:03:00,11.192276882985107,142,430,0.06082069796162157,9535.251408028671,9535.251408028671,2,0
2025-01-06 02:04:00,19.397585901052704,34,572,0.13896753832612507,10454.258250715231,10454.258250715231,2,0
2025-01-06 02:05:00,2.308004411357091,26,196,0.005679614188947908,8886.792262862029,8886.792262862029,2,0
2025-01-06 02:06:00,29.846414188129014,151,41,0.017174124164085904,9021.967700169651,9021.967700169651,2,0
2025-01-06 02:07:00,0.23291631883517808,447,371,0.0011235300929811902,8833.21271389346,8833.21271389346,2,0
2025-01-06 02:08:00,40.98728165991955,19,1341,0.6873737914708759,16903.5157876975,16903.5157876975,2,0
2025-01-06 02:09:00,0.0,0,0,0.0,8820.0,8820.0,2,0
2025-01-06 02:10:00,30.782360987519297,689,128,0.058088880380197876,9503.125233271128,9503.125233271128,2,0
2025-01-06 02:11:00,9.534924386747205,977,421,0.0540590483876955,9455.7344090393,9455.7344090393,2,0
2025-01-06 02:12:00,16.223220560590224,147,121,0.025531293357228865,9120.248009881012,9120.248009881012,2,0
2025-01-06 02:13:00,5.834348777005581,1908,107,0.012441748766964402,8966.314965499501,8966.314965499501,2,0
2025-01-06 02:14:00,13.757615193389006,182,589,0.10233372768015854,10023.444637518664,10023.444637518664,2,0
2025-01-06 02:15:00,45.38939604680441,98,45,0.027384935614905324,9142.046842831287,9142.046842831287,2,0
2025-01-06 02:16:00,0.0,0,0,0.0,8820.0,8820.0,2,0
2025-01-06 02:17:00,15.359623014641384,46,70,0.013734062912258503,8981.51257984816,8981.51257984816,2,0
2025-01-06 02:18:00,27.288539207144755,120,468,0.16100238132215405,10713.388004348531,10713.388004348531,2,0
2025-01-06 02:19:00,12.224095869929267,98,94,0.01486246322852233,8994.782567567423,8994.782567567423,2,0
2025-01-06 02:20:00,0.0,0,0,0.0,8820.0,8820.0,2,0
2025-01-06 02:21:00,22.80569566652321,62,263,0.0755628716417469,9708.619370506944,9708.619370506944,2,0
2025-01-06 02:22:00,62.58186202273151,49,247,0.194499212011481,11107.310733255017,11107.310733255017,2,0
2025-01-06 02:23:00,4.13296741940574,332,578,0.030432416764890936,9177.885221155118,9177.885221155118,2,0
2025-01-06 02:24:00,17.129733741940438,412,453,0.09993772160610417,9995.267606087786,9995.267606087786,2,0
2025-01-06 02:25:00,27.257170184924096,348,216,0.07754664917610905,9731.948594311043,9731.948594311043,2,0
2025-01-06 02:26:00,18.190430519638696,313,272,0.06421979908037445,9575.224837185204,9575.224837185204,2,0
2025-01-06 02:27:00,3.8545955591563743,74,96,0.0047443647007283036,8875.793728880566,8875.793728880566,2,0
2025-01-06 02:28:00,22.95468273998113,72,182,0.05291054371565651,9442.22799409612,9442.22799409612,2,0
2025-01-06 02:29:00,24.04696249494749,38,319,0.09626800652143978,9952.111756692133,9952.111756692133,2,0
2025-01-06 02:30:00,20.337913005183648,63,128,0.03307453102467991,9208.956484850236,9208.956484850236,2,0
2025-01-06 02:31:00,9.493839562862991,107,480,0.05738630439102225,9494.86293963842,9494.86293963842,2,0
2025-01-06 02:32:00,18.55736238325788,133,368,0.08639225412839177,9835.972908549888,9835.972908549888,2,0
2025-01-06 02:33:00,0.0,0,0,0.0,8820.0,8820.0,2,0
2025-01-06 02:34:00,29.64127247689232,102,334,0.12501206667129336,10290.14190405441,10290.14190405441,2,0
2025-01-06 02:35:00,24.888820935542597,19,47,0.01481921879870432,8994.274013072762,8994.274013072762,2,0
2025-01-06 02:36:00,0.19554682419702027,52,344,0.0008450881919047893,8829.938237136801,8829.938237136801,2,0
2025-01-06 02:37:00,0.0,0,0,0.0,8820.0,8820.0,2,0
2025-01-06 02:38:00,47.7623660310264,54,656,0.39272605469011457,13438.458403155746,13438.458403155746,2,0
2025-01-06 02:39:00,15.116709727671848,107,975,0.18490885311469268,10994.528112628785,10994.528112628785,2,0
2025-01-06 02:40:00,0.0,0,0,0.0,8820.0,8820.0,2,0
2025-01-06 02:41:00,4.707180903197073,72,35,0.0022006070722446315,8845.879139169598,8845.879139169598,2,0
2025-01-06 02:42:00,21.205466764349485,65,64,0.017538688136347385,9026.254972483444,9026.254972483444,2,0
2025-01-06 02:43:00,40.7274398544185,90,160,0.08298215870337768,9795.870186351722,9795.870186351722,2,0
2025-01-06 02:44:00,3.4469045839387626,32,299,0.012928764610256974,8972.042271816623,8972.042271816623,2,0
2025-01-06 02:45:00,30.07654992326608,38,76,0.02904893446755448,9161.61546933844,9161.61546933844,2,0
2025-01-06 02:46:00,25.982203837949484,269,58,0.02174926979601688,9075.771412801158,9075.771412801158,2,0
2025-01-06 02:47:00,16.609605251994413,99,251,0.05279778269477724,9440.901924490581,9440.901924490581,2,0
2025-01-06 02:48:00,36.06663291533637,180,252,0.11631489115195978,10187.863119947046,10187.863119947046,2,0
2025-01-06 02:49:00,46.07808241854055,725,64,0.050781886665433235,9417.194987185494,9417.194987185494,2,0
2025-01-06 02:50:00,18.132617475524572,481,91,0.02425993113079558,9105.296790098157,9105.296790098157,2,0
2025-01-06 02:51:00,9.718159612116514,37,210,0.02565999060915931,9121.761489563713,9121.761489563713,2,0
2025-01-06 02:52:00,20.463024321706342,264,1067,0.275176519566146,12056.075870097877,12056.075870097877,2,0
2025-01-06 02:53:00,17.47495669588989,126,364,0.08042848819283321,9765.839021147718,9765.839021147718,2,0
2025-01-06 02:54:00,15.37177963958165,1354,61,0.02039322765517832,9059.824357224898,9059.824357224898,2,0
2025-01-06 02:55:00,12.766096063909773,1454,77,0.020021493993565162,9055.452769364325,9055.452769364325,2,0
2025-01-06 02:56:00,1.3506555092320751,131,849,0.014407554871604313,8989.432845290066,8989.432845290066,2,0
2025-01-06 02:57:00,16.99939855054182,120,213,0.04611086856834468,9362.263814363734,9362.263814363734,2,0
2025-01-06 02:58:00,1.5864382092699254,423,353,0.00727976833278737,8905.610075593579,8905.610075593579,2,0
2025-01-06 02:59:00,12.872246893225807,191,260,0.04285921871823642,9324.02441212646,9324.02441212646,2,0
2025-01-06 03:00:00,33.41591856326653,172,616,0.2596973804341864,11874.041193906032,11874.041193906032,3,0
2025-01-06 03:01:00,40.37151727288453,136,467,0.23795645139259355,11618.3678683769,11618.3678683769,3,0
2025-01-06 03:02:00,21.944981318048253,127,522,0.14435225836167823,10517.582558333337,10517.582558333337,3,0
2025-01-06 03:03:00,12.987709089122701,110,599,0.09784074180472434,9970.607123623558,9970.607123623558,3,0
2025-01-06 03:04:00,23.63283329535219,99,191,0.05739824386608663,9495.003347865179,9495.003347865179,3,0
2025-01-06 03:05:00,0.0,0,0,0.0,8820.0,8820.0,3,0
2025-01-06 03:06:00,10.254427114871783,79,54,0.007259279861736316,8905.36913117402,8905.36913117402,3,0
2025-01-06 03:07:00,22.789943628498705,272,95,0.029645918336738727,9168.635999640048,9168.635999640048,3,0
2025-01-06 03:08:00,36.797145814855334,243,76,0.038682999537866664,9274.912074565313,9274.912074565313,3,0
2025-01-06 03:09:00,12.196556751862845,138,826,0.126630750476216,10309.1776256003,10309.1776256003,3,0
2025-01-06 03:10:00,0.0,0,0,0.0,8820.0,8820.0,3,0
2025-01-06 03:11:00,24.474173612129327,111,203,0.06323514607033914,9563.645317787188,9563.645317787188,3,0
2025-01-06 03:12:00,3.385347863575297,13,68,0.0028958829849667017,8854.05558390321,8854.05558390321,3,0
2025-01-06 03:13:00,22.1847550215305,389,1938,0.5410214694396495,15182.412480610275,15182.412480610275,3,0
2025-01-06 03:14:00,30.745766125567478,73,404,0.15620130265376844,10656.927319208318,10656.927319208318,3,0
2025-01-06 03:15:00,30.024395963901426,460,1702,0.6445237000250839,16399.598712294985,16399.598712294985,3,0
2025-01-06 03:16:00,20.181405066109065,112,124,0.03222297675555414,9198.942206645317,9198.942206645317,3,0
2025-01-06 03:17:00,26.185482243833423,196,164,0.05581871964977157,9476.428143081313,9476.428143081313,3,0
2025-01-06 03:18:00,10.779755811915143,57,144,0.019659579661980245,9051.196656824888,9051.196656824888,3,0
2025-01-06 03:19:00,113.535543575512,91,199,0.28672455400465763,12191.880755094775,12191.880755094775,3,0
2025-01-06 03:20:00,20.884926240917874,82,270,0.0712001943763292,9657.314285865632,9657.314285865632,3,0
2025-01-06 03:21:00,25.125850823810406,150,121,0.03957321504750139,9285.381008958615,9285.381008958615,3,0
2025-01-06 03:22:00,46.81050431517287,59,2073,1.0,20579.999999999996,20579.999999999996,3,0
2025-01-06 03:23:00,23.788819126269157,167,54,0.01771275824110124,9028.302036915353,9028.302036915353,3,0
2025-01-06 03:24:00,0.0,0,0,0.0,8820.0,8820.0,3,0
2025-01-06 03:25:00,0.0,0,0,0.0,8820.0,8820.0,3,0
2025-01-06 03:26:00,9.88444637886428,88,31,0.004192652672368265,8869.305595427051,8869.305595427051,3,0
2025-01-06 03:27:00,24.48003314071121,165,53,0.01790102423414507,9030.516044993547,9030.516044993547,3,0
2025-01-06 03:28:00,0.0,0,0,0.0,8820.0,8820.0,3,0
2025-01-06 03:29:00,0.0,0,0,0.0,8820.0,8820.0,3,0
2025-01-06 03:30:00,0.0,0,0,0.0,8820.0,8820.0,3,0
2025-01-06 03:31:00,0.0,0,0,0.0,8820.0,8820.0,3,0
2025-01-06 03:32:00,58.36639935258896,50,727,0.5316206207698311,15071.858500253215,15071.858500253215,3,0
2025-01-06 03:33:00,21.113654278661038,1386,1132,0.31095134338898045,12476.78779825441,12476.78779825441,3,0
2025-01-06 03:34:00,38.63156133493289,191,87,0.045086251374644594,9350.21431616582,9350.21431616582,3,0
2025-01-06 03:35:00,11.187790955105138,165,957,0.13460310992860866,10402.932572760437,10402.932572760437,3,0
2025-01-06 03:36:00,0.0,0,0,0.0,8820.0,8820.0,3,0
2025-01-06 03:37:00,0.0,0,0,0.0,8820.0,8820.0,3,0
2025-01-06 03:38:00,10.546202457507277,227,1615,0.21389895709336737,11335.451735418,11335.451735418,3,0
2025-01-06 03:39:00,23.98312815590245,1307,86,0.03884267464249701,9276.789853795764,9276.789853795764,3,0
2025-01-06 03:40:00,20.52079308877213,34,87,0.022607073719463962,9085.859186940896,9085.859186940896,3,0
2025-01-06 03:41:00,47.390810843689685,24,53,0.03187032029238131,9194.794966638403,9194.794966638403,3,0
2025-01-06 03:42:00,12.62712951446231,58,178,0.028400518799611477,9153.990101083431,9153.990101083431,3,0
2025-01-06 03:43:00,21.912602331866864,360,29,0.011230208695081768,8952.067254254162,8952.067254254162,3,0
2025-01-06 03:44:00,0.0,0,0,0.0,8820.0,8820.0,3,0
2025-01-06 03:45:00,11.987388248193492,115,700,0.10546404285858565,10060.257144016969,10060.257144016969,3,0
2025-01-06 03:46:00,34.249066720479064,27,487,0.20887649566152167,11276.387588979494,11276.387588979494,3,0
2025-01-06 03:47:00,27.428565632018888,196,403,0.14041139889791002,10471.238051039421,10471.238051039421,3,0
2025-01-06 03:48:00,3.315405536492301,286,163,0.007150224607035063,8904.086641378732,8904.086641378732,3,0
2025-01-06 03:49:00,6.474156719641701,160,49,0.004397031438756655,8871.70908971978,8871.70908971978,3,0
2025-01-06 03:50:00,35.829797244452095,1645,182,0.1060711289257634,10067.396476166976,10067.396476166976,3,0
2025-01-06 03:51:00,16.172445010483003,117,153,0.03171820777680979,9193.006123455283,9193.006123455283,3,0
2025-01-06 03:52:00,0.0,0,0,0.0,8820.0,8820.0,3,0
2025-01-06 03:53:00,7.894654714746302,60,56,0.0057236246681910685,8887.309826097928,8887.309826097928,3,0
2025-01-06 03:54:00,84.5250642525494,1833,507,0.6002336125234163,15878.747283275376,15878.747283275376,3,0
2025-01-06 03:55:00,7.180516098790273,123,259,0.02361492231989651,9097.711486481983,9097.711486481983,3,0
2025-01-06 03:56:00,34.04605824300144,20,73,0.031350745298763825,9188.684764713464,9188.684764713464,3,0
2025-01-06 03:57:00,16.596342283483875,395,54,0.013934012375508334,8983.863985535978,8983.863985535978,3,0
2025-01-06 03:58:00,35.95153088546294,166,493,0.2240379566345765,11454.686370022619,11454.686370022619,3,0
2025-01-06 03:59:00,39.686932988837405,73,559,0.2785195884712452,12095.390360421843,12095.390360421843,3,0
2025-01-06 04:00:00,23.390651975286936,143,265,0.0788752276816655,9747.572677536387,9747.572677536387,4,0
2025-01-06 04:01:00,7.489089552904915,175,133,0.012996690828270404,8972.84108414046,8972.84108414046,4,0
2025-01-06 04:02:00,0.0,0,0,0.0,8820.0,8820.0,4,0
2025-01-06 04:03:00,43.83277251039195,263,64,0.039869559329244006,9288.86601771191,9288.86601771191,4,0
2025-01-06 04:04:00,8.59081009028581,423,47,0.006561231206455787,8897.16007898792,8897.16007898792,4,0
2025-01-06 04:05:00,26.80645340339026,292,54,0.02135580787803424,9071.144300645683,9071.144300645683,4,0
2025-01-06 04:06:00,9.5279158711374,268,39,0.005708809592789826,8887.135600811209,8887.135600811209,4,0
2025-01-06 04:07:00,4.901210347712071,73,295,0.01822229163859784,9034.294149669911,9034.294149669911,4,0
2025-01-06 04:08:00,11.3812394476096,42,25,0.0037558090177111686,8864.168314048282,8864.168314048282,4,0
2025-01-06 04:09:00,27.61163737774571,283,109,0.04087672816797104,9300.71032325534,9300.71032325534,4,0
2025-01-06 04:10:00,31.66956358334604,794,81,0.042542780413628176,9320.303097664268,9320.303097664268,4,0
2025-01-06 04:11:00,0.0,0,0,0.0,8820.0,8820.0,4,0
2025-01-06 04:12:00,22.48875043287721,422,424,0.12314464924536345,10268.181075125474,10268.181075125474,4,0
2025-01-06 04:13:00,9.458057364083132,10,139,0.016472783242444788,9013.71993093115,9013.71993093115,4,0
2025-01-06 04:14:00,14.76563075552437,240,35,0.00793652653109435,8913.33355200567,8913.33355200567,4,0
2025-01-06 04:15:00,9.250348190443884,70,1037,0.12017744024085011,10233.286697232397,10233.286697232397,4,0
2025-01-06 04:16:00,19.140376082480014,17,54,0.013055331519591575,8973.530698670396,8973.530698670396,4,0
2025-01-06 04:17:00,20.379371411037354,117,348,0.08964375999430056,9874.210617532975,9874.210617532975,4,0
2025-01-06 04:18:00,9.050271965506386,199,268,0.03106882946825296,9185.369434546656,9185.369434546656,4,0
2025-01-06 04:19:00,34.13365879819773,130,314,0.1358235173011618,10417.284563461664,10417.284563461664,4,0
2025-01-06 04:20:00,5.570295293249637,244,40,0.0033514610014385316,8859.413181376918,8859.413181376918,4,0
2025-01-06 04:21:00,13.31825440101536,57,42,0.0073083921025571775,8905.946691126072,8905.946691126072,4,0
2025-01-06 04:22:00,10.435632984497351,38,351,0.04595157057507,9360.390469962824,9360.390469962824,4,0
2025-01-06 04:23:00,7.710638368835117,83,346,0.0336151705221341,9215.314405340298,9215.314405340298,4,0
